"country","countryiso3","FP.CPI.TOTL.ZG_2013","FP.CPI.TOTL.ZG_2014","FP.CPI.TOTL.ZG_2015","FP.CPI.TOTL.ZG_2016","FP.CPI.TOTL.ZG_2017","FP.CPI.TOTL.ZG_2018","FP.CPI.TOTL.ZG_2019"
"Central Europe and the Baltics","CEB",1.43829787234043,0.0538213132400467,-0.464499004645002,-0.0549995416704911,2.07593553673862,2.53445424186602,2.33450937988024
"Chad","TCD",0.145451047728474,1.68083587513794,3.66990043400558,NA,NA,NA,NA
"Chile","CHL",1.78955553984587,4.71867527854671,4.3487735321705,3.78619355893115,2.18271846868523,2.43488981353058,2.55754475703323
"China","CHN",2.62104902701091,1.92164341593894,1.4370245139476,2.00000000000002,1.59313725490194,2.07478890229193,2.89923579925941
"Colombia","COL",2.01809847891195,2.89781874427855,4.99023427513779,7.51429322788323,4.3121410323773,3.24023413752975,3.52549273618952
"Comoros","COM",-4.29487331536753,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.","COD",0.80822310148707,1.24303889760763,0.744198994781499,2.88585107290009,NA,NA,NA
"Congo, Rep.","COG",4.63161619729463,0.912139545450186,3.16909796750824,3.19056179723775,0.450063823285575,NA,NA
"Costa Rica","CRI",5.23124134422955,4.51938080910455,0.801946649022548,-0.0175517571084819,1.62570748472773,2.22121531302887,2.09620256592949
"Cote d'Ivoire","CIV",2.58117037252937,0.448682076766166,1.25149954781472,0.723178457513265,0.685881065304631,0.439062777307137,-0.883930110423883
"Croatia","HRV",2.2165820642978,-0.215196159576215,-0.464499004645002,-1.12500000000001,1.12937210282344,1.50012501041753,0.771820346498083
"Curacao","CUW",1.33232086152148,1.49873969616456,-0.476542049801981,-0.0472079848934612,1.58558801700291,NA,NA
"Cyprus","CYP",-0.399357676464408,-1.35498885446312,-2.09699769053118,-1.42916666666668,0.5317664961745,1.43549119531762,NA
"Czech Republic","CZE",1.43829787234043,0.343988589646784,0.309364548494974,0.683504209385683,2.45053398460138,2.14949494949492,2.84787595918047
"Denmark","DNK",0.789071780078061,0.564020540449518,0.452034153691623,0.249999999999997,1.14713216957606,0.813609467455633,0.758131572511619
"Djibouti","DJI",2.70603242872186,1.34186494340156,-0.847389733971994,2.73841208738761,0.568112117084679,0.147970849877116,3.31925372703833
"Dominica","DMA",-0.0464116468806453,0.799250372687513,-0.843826984638296,0.141816225732303,0.296252889279557,0.989191119189815,NA
"Dominican Republic","DOM",4.83095096740802,2.99864226125217,0.836746346724576,1.6141660724522,3.27955694678548,3.56443426013508,1.8106037704296
"Early-demographic dividend","EAR",4.82456140350878,4.07392957476224,3.06203169580559,3.52448916658203,3.32439233370912,3.75186186704512,NA
"East Asia & Pacific","EAS",2.58268766141797,2.51087633253703,0.878603714174476,1.26534487289155,1.85078767452532,2.43284117609852,NA
"East Asia & Pacific (excluding high income)","EAP",2.91354193604,3.14299050879107,1.22127006080706,1.79845746339256,2.98772546807063,3.32991063268075,NA
"East Asia & Pacific (IDA & IBRD countries)","TEA",2.92807104794524,3.37040697371657,1.0851553522521,1.5969149267851,2.8909246921058,3.32991063268075,NA
"Ecuador","ECU",2.72177577710365,3.58922016616669,3.96664623255354,1.72826463324535,0.417335588666803,-0.224103246005465,0.266012515466136
"Egypt, Arab Rep.","EGY",9.4697198106492,10.0702154687482,10.370490343517,13.8136062148289,29.5066083940039,14.4014657807421,9.15050222631588
"El Salvador","SLV",0.7576691845229,1.1413446753823,-0.731384487387986,0.604049086996682,1.01235403315573,1.09033000581896,0.0767130108086897
"Equatorial Guinea","GNQ",2.94887694639657,4.30999866149112,1.67663085315985,1.41193915479014,0.745599218497516,1.34988438751676,NA
"Estonia","EST",2.78056658954996,-0.106175146521716,-0.492326006547338,0.148684907627356,3.41723549488057,3.43632688420445,2.27725931243518
"Eswatini","SWZ",5.62091576250522,5.68022992783258,4.95235614857309,7.84727459085686,6.22149622748528,4.81494233775261,NA
"Ethiopia","ETH",8.07972367788346,7.40219346834225,10.1107477361027,7.26373153919025,9.84825024208742,NA,NA
"Euro area","EMU",1.21999342274305,0.241047429826773,0.0375143805125363,0.183334861123848,1.3814587140721,1.70349794744475,1.4456670146976
"Europe & Central Asia","ECS",1.73361974251136,0.592255588590948,0.338705695410171,0.372761398893792,1.87510059552548,1.97911131998035,1.73810460086511
"Europe & Central Asia (excluding high income)","ECA",3.98471235548128,2.98130868933673,4.00357820695098,1.27543168367409,3.1531861748503,2.61323059313948,2.60833956534686
"Europe & Central Asia (IDA & IBRD countries)","TEC",2.78500056726115,2.08244793880151,3.73169119261695,1.12231397417765,2.75564923821628,2.56572514615932,2.227478809383
"European Union","EUU",1.31023355618668,0.220195628198811,-0.0542147125236914,0.216667430561923,1.46930199560453,1.77578009265431,1.63052260754338
"Fiji","FJI",2.91354193604,0.519306474579103,1.37488542621447,3.86322538221274,3.34757834757835,4.08147637644538,1.7731018246027
"Finland","FIN",1.47828615688804,1.04119621178439,-0.207928839905218,0.356684500891696,0.754015047084413,1.08382098409299,1.02409392963429
"Fragile and conflict affected situations","FCS",2.59349419986227,1.79379465689185,1.4316114581047,1.57530222923043,1.42519165261914,NA,NA
"France","FRA",0.863715497861826,0.507758822937957,0.0375143805125363,0.183334861123848,1.03228275064674,1.85081508315494,1.10825492288292
"Gabon","GAB",0.505441058915663,4.69045751826282,-0.311098260359491,2.08055824534019,2.64116213050654,4.79268248164882,2.06199788362745
"Gambia, The","GMB",5.69973029667367,5.9473749216472,6.80832625174806,7.22868388863199,8.03410612326431,6.52115880417239,7.1157293121432
"Georgia","GEO",-0.512058410947118,3.06881210379542,4.00357820695098,2.13492713939124,6.03531725272117,2.61524471397664,NA
"Germany","DEU",1.5047209800535,0.906797948515676,0.51442053951781,0.49174862477081,1.50949655801608,1.73216766075662,1.4456670146976
"Ghana","GHA",11.6661923071729,15.4896160333319,17.1499695007877,17.4546347070867,12.3719215507048,9.83699268575466,NA
"Greece","GRC",-0.922168807001954,-1.31121050132494,-1.7360367959808,-0.825651781826954,1.1212354772079,0.625629147213626,0.174430106813301
"Grenada","GRD",-0.0439997864828037,-0.98360305555493,-0.515448031435387,1.65038994431577,0.908458255874211,0.804102313277037,NA
"Guatemala","GTM",4.34337131279513,3.41836169662962,2.38872032839552,4.44844199942824,4.42453655182543,3.75186186704512,3.69998398008601
"Guinea","GIN",11.8878956127303,9.71397733405286,8.15087077489716,8.17268112275134,8.91513169824086,9.82604222629665,NA
"Guinea-Bissau","GNB",1.20712555668413,-1.50924460570504,1.40460887286411,1.57530222923043,1.3621489993151,NA,NA
"Guyana","GUY",1.90125181860585,0.852630497539925,-1.00173432776379,0.836008061506297,1.90465615515582,1.28284288443518,2.0872308916202
"Haiti","HTI",4.76502404779137,3.43816659958603,6.73184069659,11.5029073942667,10.6800887242583,12.4814111170435,NA
"Heavily indebted poor countries (HIPC)","HPC",5.03230670237389,4.4053523418529,3.99737996694398,4.00355313639026,4.9759515055383,3.28090922457268,NA
"High income","HIC",1.47155940625759,1.03308937000645,0.349037003733354,0.443258965728606,1.55189751218222,1.77578009265431,NA
"Honduras","HND",5.1618989858149,6.12924930313027,3.15783117980921,2.72461223295292,3.93436084442035,4.34734937777536,4.36587159819272
"Hong Kong SAR, China","HKG",4.32357043235704,4.4385026737968,2.99539170506913,2.41113596818294,1.48058252427183,2.40771745196524,2.8649279875438
"Hungary","HUN",1.73319984983107,-0.227566270988384,-0.0616446800641176,0.394769306686402,2.34824281150159,2.85024792594642,3.3385863538201
"IBRD only","IBD",3.89555152647667,3.41836169662962,3.12900274473923,2.3514509670685,3.29391885723384,3.03833012088695,2.39251178320812
"Iceland","ISL",3.8722792374824,2.04461481539337,1.63305558181333,1.6969276199774,1.76041559180606,2.68291768267388,3.01397179156056
"IDA & IBRD total","IBT",4.33893848329104,3.53436856147326,3.14341696227422,2.81833288054798,3.31633655069566,3.05620696697713,NA
"IDA blend","IDB",3.75571045483565,1.38351902455897,1.95210679937836,1.26229016380231,1.53153488901661,2.84076299176482,NA
"IDA only","IDX",4.96903990080178,4.26729770529533,3.25472688117633,3.52317317628476,3.89630528795376,3.2644174051605,NA
"IDA total","IDA",4.76502404779137,3.69480355747617,3.15783117980921,3.04541464017088,3.5991250052128,3.05620696697713,NA
"India","IND",10.9076433121019,6.35319454414936,5.87242659466756,4.94102645839974,2.49088699878493,4.86069946650859,7.65969474279253
"Indonesia","IDN",6.41251330156414,6.39492540819922,6.36312113115614,3.5258051568793,3.80879806953163,3.19834641562404,3.03058664969491
"Iran, Islamic Rep.","IRN",39.2660234321157,17.2213287145862,13.6992084432717,8.65125777406479,9.98718496369076,NA,NA
"Iraq","IRQ",1.87949800749469,2.23597407904678,1.3933302878031,0.556521397155519,0.18405889884764,0.36744148893681,NA
"Ireland","IRL",0.508714869485436,0.182542316627949,-0.289879079012739,0.00830633773569926,0.340531561461793,0.488370168032449,0.939044481054341
"Israel","ISR",1.57139216852117,0.485030941629033,-0.632490013315584,-0.544388609715241,0.244210526315802,0.814852150537637,0.841596533622194
"Italy","ITA",1.21999342274305,0.241047429826773,0.0387903996579552,-0.0940166569157271,1.22653316645808,1.13748763600395,0.611246943765291
"Jamaica","JAM",9.34440283355142,8.2900057770075,3.67588791857115,2.3514509670685,4.37578513674809,3.74015836640364,3.89187592358255
"Japan","JPN",0.346440325653898,2.76195408251338,0.789517890139427,-0.116666666666671,0.467211747038214,0.979903670486641,0.476973684210521
"Jordan","JOR",4.82456140350878,2.89893170350572,-0.876913360346865,-0.778579635009077,3.32439233370912,4.4618077438624,NA
"Kazakhstan","KAZ",5.94283871648423,6.84944977003356,6.67828585615241,14.3610942386248,7.44266321306793,NA,NA
"Kenya","KEN",5.71749357037732,6.87815499275946,6.58217440250398,6.29715752456272,8.0057227913467,4.68981976129859,NA
"Kiribati","KIR",-1.48805908468102,2.10398520925043,0.572015743634274,NA,NA,NA,NA
"Korea, Rep.","KOR",1.30137705753611,1.27471470205519,0.706208169859214,0.971674763956376,1.94445590723395,1.47586240396369,0.38294613224406
"Kosovo","XKX",1.76732428354889,0.4289578083241,-0.536929392740657,0.273169431045511,1.48823430592319,NA,NA
"Kuwait","KWT",2.68229684085038,2.90892672858618,3.27170166092134,3.19839776658371,2.17183298510008,0.543133148199589,NA
"Kyrgyz Republic","KGZ",6.61375202358086,7.53424729775882,6.50331838993381,0.388838296895887,3.1753098637994,1.54266145238431,NA
"Lao PDR","LAO",6.3714271778294,4.12924306873775,1.27735427102986,1.5969149267851,0.825500217672247,2.03987405484665,NA
"Late-demographic dividend","LTE",2.68229684085038,2.04461481539337,1.55790711346269,1.10920805807029,2.17727572689266,2.43488981353058,NA
"Latin America & Caribbean","LCN",2.60625263628478,3.31418788496818,2.12849239904152,1.68932728878056,2.31224900002205,2.32414485367923,NA
"Latin America & Caribbean (excluding high income)","LAC",3.30655360342411,3.47832239076811,3.14341696227422,2.77316004021472,3.27955694678548,2.78218949560449,2.75709727562792
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",3.30655360342411,3.47832239076811,3.14341696227422,2.77316004021472,2.80283916977831,2.29810236299036,2.55754475703323
"Latvia","LVA",-0.0294547782578977,0.620490636732377,0.174242243625214,0.140633334505292,2.93036312374664,2.53445424186602,2.81140920075622
"Least developed countries: UN classification","LDC",5.51827136955831,4.52540719427724,4.54814395082193,5.43051966119159,5.31712104367045,3.2644174051605,NA
"Lebanon","LBN",4.82101956297391,1.85460421340917,-3.74914524799635,-0.783359624361543,4.32135218303198,6.07698907889605,NA
"Lesotho","LSO",4.96903990080178,5.30649075574738,3.17186061878882,6.5965049069656,5.31712104367045,4.00999803947733,NA
"Liberia","LBR",7.57730681741403,9.86111285574915,7.74869687621311,8.83424868336493,12.4196323907137,23.5635148953742,NA
"Libya","LBY",2.60581802719518,NA,NA,NA,NA,NA,NA
"Lithuania","LTU",1.04747937065349,0.103758009433715,-0.884097405500613,0.905525075460439,3.72288862303693,2.69792779208397,2.33450937988024
"Low & middle income","LMY",4.61474758546296,3.56179436381997,3.15783117980921,2.88585107290009,3.52025688811618,3.20720012353492,NA
"Low income","LIC",5.26395891150391,4.52540719427724,5.58816952959301,6.00458082322154,8.15423932811014,NA,NA
"Lower middle income","LMC",5.35379959957126,5.16590237925172,3.25472688117633,3.24356743112233,3.52025688811618,3.77471571004499,NA
"Luxembourg","LUX",1.73403963519166,0.628543985440705,0.4747431614378,0.290833333333306,1.73079959118897,1.52819524307373,1.74332075653843
"Macao SAR, China","MAC",5.50678666273237,6.04527180562838,4.55920288123163,2.37016134753169,1.22655455973391,3.00522100647301,NA
"Madagascar","MDG",5.8264294445199,6.08040811088296,7.40419174202127,6.04456028298415,8.59006119668704,8.59795823787682,NA
"Malawi","MWI",27.2833333333333,23.7920649469687,21.8673475542553,21.7111132136499,11.543393918877,12.420178108921,NA
"Malaysia","MYS",2.10501231233614,3.14299050879107,2.10438980238344,2.09056659525745,3.8712011577424,0.884709160571244,NA
"Maldives","MDV",3.80551681875193,2.12011310972349,0.953206658777419,0.502509413611771,2.817473382345,-0.133373387560739,NA
"Mali","MLI",-0.60673635635152,0.883814547137875,1.45069057605952,-1.79964707083376,1.75985742927155,NA,NA
"Malta","MLT",1.18028436366548,0.310306472181729,1.1005482637893,0.642702771527276,1.3643544815071,1.15782362451512,1.64206001768947
"Mauritania","MRT",4.12910173783393,3.53436856147326,3.25472688117633,1.47171045649997,2.25427651934813,3.06735996058355,NA
"Mauritius","MUS",3.54329573934837,3.21769191994683,1.28654970760235,0.977675134719017,3.66699702675917,3.2160538314458,0.405655190309511
"Mexico","MEX",3.80639069747207,4.01861608078673,2.7206406496403,2.82170784747653,6.04145724018992,4.89935015356549,3.6359614212705
"Micronesia, Fed. Sts.","FSM",1.75232737350739,0.650284891768577,-0.298115837381082,-1.03746806405332,0.522623903446883,NA,NA
"Middle East & North Africa","MEA",2.96400499850736,2.34626865671643,1.4947592857837,1.84439095575513,1.49225218179844,1.91295940503111,NA
"Middle East & North Africa (excluding high income)","MNA",4.03762933648119,2.89893170350572,1.4947592857837,2.18686161532911,3.82287225837055,4.26999020467078,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN",4.82101956297391,2.90792931209015,1.55790711346269,2.73841208738761,4.32135218303198,4.36589897426659,NA
"Middle income","MIC",4.0569070466576,3.52642337171172,2.69843798191966,2.46480305975965,3.30828076768219,3.19834641562404,NA
"Moldova","MDA",4.59787897363129,5.0887855462588,9.67624033101866,6.35930898037932,6.57022997455603,3.04505397337071,4.83778351428727
"Mongolia","MNG",10.4906567588242,12.2539808129759,5.72687224669603,0.742300726059404,4.3107625408578,6.81243594195042,7.30481597480148
"Montenegro","MNE",2.20589268141181,-0.71051405171022,1.54869158222488,-0.27138502338526,2.38023599053136,2.61121647230232,NA
"Morocco","MAR",1.88065466724086,0.442310053557051,1.55790711346269,1.63531114327061,0.754663249323633,1.91295940503111,NA
"Myanmar","MMR",5.64303883425513,4.95329918484382,9.45417189525996,6.92882525816124,4.57253655317505,6.87232865662918,NA
"Namibia","NAM",5.60092502290408,5.34952612752384,3.39566065540328,6.72779540721605,6.1439236617507,4.28857498852457,3.72697511621139
"Nepal","NPL",9.04016311917647,8.36415469659556,7.86890895590905,8.79034332004629,NA,NA,NA
"Netherlands","NLD",2.50689852657884,0.976035079699661,0.600248147278775,0.316666666666663,1.3814587140721,1.70349794744475,2.63369910249593
"New Caledonia","NCL",1.27761318992722,0.178851060785501,0.570508141048026,0.578317435521153,NA,NA,NA
"New Zealand","NZL",1.13442266445812,1.22750750597405,0.292704628136101,0.646240284454502,1.85078767452532,1.59829703801698,NA
"Nicaragua","NIC",7.135467852894,6.03596861798431,3.99737996694398,3.52317317628476,3.85067166284725,4.94723728039882,5.3762899084413
"Niger","NER",2.29723114955316,-0.930287259984461,-0.576090369833086,1.65388922387803,2.7963731887128,2.96760366004454,NA
"Nigeria","NGA",8.47582728502893,8.06248582444999,9.00938718326781,15.6753405526234,16.5235399802169,12.0947315505318,11.3967949687168
"North America","NAC",1.20156227672118,1.76442944229347,0.621934248247613,1.34517137635809,1.86349706609467,2.35540448470459,1.88073954968806
"North Macedonia","MKD",2.78500056726115,-0.281705032928538,-0.299920475631447,-0.239290787684491,1.3516188967744,1.45831298507127,0.766439573459688
"Norway","NOR",2.12048620353119,2.0417028670721,2.17113665389528,3.55000000000002,1.87510059552548,2.76483134528794,2.16773003305405
"OECD members","OED",1.42342208237886,0.592255588590948,0.301034588315538,0.443258965728606,1.82264336059064,1.88110801380593,1.73810460086511
"Oman","OMN",1.04552838755363,1.02234314452965,0.0652901330286481,1.10920805807029,1.59716060337177,0.881302104009536,NA
"Other small states","OSS",3.2614918534138,2.12011310972349,1.54869158222488,1.57530222923043,2.38023599053136,2.68291768267388,NA
"Pacific island small states","PSS",1.60563054554334,1.45142452367367,0.648498210887689,0.842069084035039,1.74989677484724,NA,NA
"Pakistan","PAK",7.69215611899566,7.1893840284703,2.52932817254224,3.76511916356581,4.08537368032606,5.07805725868919,NA
"Palau","PLW",3.35481004221285,4.19174548581256,0.94904064369715,-1.04230533415084,1.28046261875257,NA,NA
"Panama","PAN",4.0271599157105,2.62652699929154,0.137492058461537,0.739734025300028,0.875585918759888,0.761578359399943,-0.355083821021212
"Papua New Guinea","PNG",4.96031746031744,5.22211720226844,5.99595778127105,6.67372881355933,5.42204568023833,4.72084992574417,NA
"Paraguay","PRY",2.68385738718591,5.0288276745676,3.12900274473923,4.08682280577243,3.60247741348939,3.97561015740691,2.75709727562792
"Peru","PER",2.80671650937615,3.24496304244158,3.54928804947929,3.59211324147449,2.80283916977831,1.31764765937395,2.13715342569978
"Philippines","PHL",2.58268766141797,3.59782343864207,0.674192536845412,1.25369880080983,2.85318772590942,5.21160460595185,NA
"Poland","POL",0.99198260633235,0.0538213132400467,-0.874125874125849,-0.664767331434023,2.07593553673862,1.81295156542681,2.227478809383
"Portugal","PRT",0.27441666666668,-0.278153367467421,0.487938623904736,0.607397074641661,1.36861411643481,0.99371568346825,0.338178410046125
"Post-demographic dividend","PST",1.40854629241729,0.906797948515676,0.368046842325369,0.607397074641661,1.73079959118897,1.73860861988181,1.53089553422702
"Pre-demographic dividend","PRE",4.38035896756428,3.53436856147326,3.66990043400558,3.78722687618844,4.9759515055383,3.01748181031405,NA
"Qatar","QAT",3.22197756829285,3.34972085659527,1.81407723937757,2.67659170098192,0.394878914083008,0.255815382724399,NA
"Romania","ROU",3.98471235548128,1.06830987684293,-0.594156437495137,-1.54479666813904,1.33902121104396,4.62548443137781,NA
"Russian Federation","RUS",6.75466833903486,7.8201697001385,15.5343959935701,7.0424372541371,3.68333072334493,2.87831382614987,4.470359768997
"Rwanda","RWA",5.93558690444502,2.32830820770519,2.52905549189721,7.184481519917,8.27437253295597,-0.309533635988446,3.35334299316911
"Samoa","WSM",0.610085720905137,-0.406816088424963,0.724980678141104,1.30626118347744,1.74989677484724,4.19745888663746,NA
"San Marino","SMR",1.60439298078071,1.11296303373859,0.145686073241013,0.573948019801976,1.04597683468952,NA,NA
"Sao Tome and Principe","STP",8.10583270875467,6.99849943966418,5.24587835022457,5.43051966119159,5.69029619929012,7.86859628873909,NA
"Saudi Arabia","SAU",3.51104209799863,2.24185348779065,1.2226931855233,2.05347076823966,-0.834845735027231,2.46594308994843,-1.20601688268319
"Senegal","SEN",0.710245486695225,-1.09025507446894,0.1352119336352,0.837284942557432,1.31815314847785,0.46098564246427,NA
"Serbia","SRB",7.69426362896666,2.08244793880151,1.39235822000187,1.12231397417765,3.13106248590119,1.95984076293803,1.8492298451109
"Seychelles","SYC",4.33893848329104,1.38583454581262,4.04194410725623,-1.01548191697642,2.85679575568449,3.70291839111562,1.80611159983627
"Sierra Leone","SLE",5.51827136955831,4.64546204670158,6.69367927894743,10.8832858622475,18.2198091957714,16.0327898535814,NA
"Singapore","SGP",2.35860114594609,1.0249825282285,-0.522752485199641,-0.532286132492606,0.576324696043912,0.438518617778593,0.565267132288671
"Sint Maarten (Dutch part)","SXM",2.52864788538364,1.8867546627522,0.330027165141339,0.111682655737255,2.19201010963043,NA,NA
"Slovak Republic","SVK",1.40047368963031,-0.0761653295419824,-0.325219777427739,-0.520010196278324,1.31194588223234,2.51403712883808,NA
"Slovenia","SVN",1.76920085881896,0.199343826570849,-0.525552285820838,-0.0549995416704911,1.42910743319297,1.73860861988181,1.63052260754338
"Small states","SST",2.06466436124746,1.76950322089726,0.968993458825599,1.12980163266898,1.89252027849556,2.47109013398551,NA
"Solomon Islands","SLB",5.39136388587559,5.16590237925172,-0.574469286359543,0.512485626268801,0.488686760260984,3.46147484973745,NA
"South Africa","ZAF",5.77640413513801,6.13602015113351,4.50920827795706,6.59460441456991,5.18108223263743,4.50457749331605,4.12435072486239
"South Asia","SAS",7.45808909655514,6.67241671817895,4.15825589072143,4.34703035509725,4.08537368032606,3.79223830943883,NA
"South Asia (IDA & IBRD)","TSA",7.45808909655514,6.67241671817895,4.15825589072143,4.34703035509725,4.08537368032606,3.79223830943883,NA
"South Sudan","SSD",-0.0393813258289415,1.65522359837255,52.8146520738376,379.848020604367,187.851625696624,NA,NA
"Spain","ESP",1.40854629241729,-0.150870313497969,-0.500461321406559,-0.202671740806371,1.95608333333334,1.67506761489627,0.699536241717015
"Sri Lanka","LKA",6.90845034828443,3.17900228236063,3.76836783062094,3.95888846593072,7.70413767850603,2.13503773713198,NA
"St. Kitts and Nevis","KNA",1.1069855400014,0.247865392364824,-2.30187563045606,-0.687037123294059,0.694916711613505,-1.03712214131567,NA
"St. Lucia","LCA",1.47201838917869,3.51847818195019,-0.98430920351253,-3.09298958876075,0.11841772577109,1.93846244376073,NA
"St. Vincent and the Grenadines","VCT",0.805127804267965,0.193858560794042,-1.73361194953949,-0.149641647633301,2.15333648840511,2.32414485367923,NA
"Sub-Saharan Africa","SSF",4.90271441893287,4.40380271714362,3.8559222706309,5.43051966119159,5.31791854797986,3.85645821529647,NA
"Sub-Saharan Africa (excluding high income)","SSA",4.93587715986733,4.4053523418529,3.66990043400558,5.43813922246576,5.31871605228926,4.00999803947733,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",4.90271441893287,4.40380271714362,3.8559222706309,5.43051966119159,5.31791854797986,3.85645821529647,NA
"Sudan","SDN",36.5211440366904,36.9066427863594,16.9094557092798,NA,NA,NA,NA
"Suriname","SUR",1.9234360410831,3.38341272749479,6.89390359168242,55.4123879763194,21.9969430173304,NA,NA
"Sweden","SWE",-0.0442929701486557,-0.17963849411465,-0.0467847449832651,0.984269244577978,1.79449904665596,1.95353530127029,1.78415097403832
"Switzerland","CHE",-0.21730851764762,-0.0132291602454955,-1.14390064437645,-0.434607638542948,0.533795988132759,0.936313303085696,0.362916004520384
"Syrian Arab Republic","SYR",NA,NA,NA,NA,NA,NA,NA
"Tajikistan","TJK",5.00964645344951,6.10442765129665,5.71455949649708,6.00458082322154,NA,NA,NA
"Tanzania","TZA",7.87072364573951,6.13161432988016,5.58816952959301,5.17476629301492,5.31871605228926,3.49445848856181,3.46428057999026
"Thailand","THA",2.18488618530682,1.89514181898786,-0.900424963291569,0.188149704448173,0.66563189313507,1.06389754183022,0.706728601314305
